symbol,date,open,high,low,close,volume
NIFTY_MIDCAP_100.NS,2025-06-11,59823.3984375,59880.1484375,59127.30078125,59388.1484375,0
NIFTY_MIDCAP_100.NS,2025-06-12,59444.0,59447.75,58344.94921875,58440.8515625,0
NIFTY_MIDCAP_100.NS,2025-06-13,57246.25,58341.8984375,57246.25,58227.44921875,0
NIFTY_MIDCAP_100.NS,2025-06-16,58222.94921875,58806.05078125,57597.1484375,58768.5,0
NIFTY_MIDCAP_100.NS,2025-06-17,58847.6484375,58990.3515625,58302.1484375,58379.30078125,0
NIFTY_MIDCAP_100.NS,2025-06-18,58233.1015625,58590.0,57962.0,58109.19921875,0
NIFTY_MIDCAP_100.NS,2025-06-19,58148.55078125,58173.05078125,57047.44921875,57159.94921875,0
NIFTY_MIDCAP_100.NS,2025-06-20,57162.6484375,58094.1484375,57132.75,57995.5,0
NIFTY_MIDCAP_100.NS,2025-06-23,57607.1015625,58364.1484375,57537.25,58206.80078125,0
NIFTY_MIDCAP_100.NS,2025-06-24,58839.8984375,58913.1484375,58487.69921875,58622.3984375,0
NIFTY_MIDCAP_100.NS,2025-06-25,58856.75,58964.69921875,58707.3984375,58881.69921875,0
NIFTY_MIDCAP_100.NS,2025-06-26,59049.3515625,59255.05078125,58735.25,59227.3984375,0
NIFTY_MIDCAP_100.NS,2025-06-27,59430.1484375,59693.69921875,59336.80078125,59385.1484375,0
NIFTY_MIDCAP_100.NS,2025-06-30,59665.8984375,59796.0,59430.80078125,59741.19921875,0
NIFTY_MIDCAP_100.NS,2025-07-01,59876.3984375,59911.94921875,59435.25,59750.05078125,0
NIFTY_MIDCAP_100.NS,2025-07-02,59795.05078125,59864.75,59361.6015625,59667.25,0
NIFTY_MIDCAP_100.NS,2025-07-03,59798.6015625,59955.5,59613.55078125,59683.25,0
NIFTY_MIDCAP_100.NS,2025-07-04,59782.6015625,59899.69921875,59349.6484375,59677.75,0
NIFTY_MIDCAP_100.NS,2025-07-07,59711.1484375,59758.05078125,59420.44921875,59515.75,0
NIFTY_MIDCAP_100.NS,2025-07-08,59536.75,59669.3515625,58975.75,59415.44921875,0
NIFTY_MIDCAP_100.NS,2025-07-09,59474.94921875,59560.44921875,59239.05078125,59339.6015625,0
NIFTY_MIDCAP_100.NS,2025-07-10,59425.69921875,59493.44921875,58963.05078125,59159.94921875,0
NIFTY_MIDCAP_100.NS,2025-07-11,59104.1484375,59232.94921875,58493.05078125,58642.19921875,0
NIFTY_MIDCAP_100.NS,2025-07-14,58767.3984375,59099.3984375,58493.0,59052.55078125,0
NIFTY_MIDCAP_100.NS,2025-07-15,59172.1484375,59653.30078125,59098.0,59612.6484375,0
NIFTY_MIDCAP_100.NS,2025-07-16,59706.94921875,59787.69921875,59502.30078125,59620.6484375,0
NIFTY_MIDCAP_100.NS,2025-07-17,59775.30078125,59790.8515625,59453.1484375,59519.1015625,0
NIFTY_MIDCAP_100.NS,2025-07-18,59564.8515625,59659.69921875,59002.5,59104.5,0
NIFTY_MIDCAP_100.NS,2025-07-21,59107.19921875,59538.80078125,58847.1484375,59468.3515625,0
NIFTY_MIDCAP_100.NS,2025-07-22,59658.25,59667.3515625,59039.6015625,59103.3984375,0
NIFTY_MIDCAP_100.NS,2025-07-23,59209.19921875,59331.44921875,58813.69921875,59307.1015625,0
NIFTY_MIDCAP_100.NS,2025-07-24,59301.3515625,59311.05078125,58832.55078125,58960.69921875,0
NIFTY_MIDCAP_100.NS,2025-07-25,58806.19921875,58892.6484375,57907.44921875,58009.44921875,0
NIFTY_MIDCAP_100.NS,2025-07-28,57912.8984375,58446.8984375,57409.6484375,57519.3515625,0
NIFTY_MIDCAP_100.NS,2025-07-29,57414.3515625,58059.19921875,57350.80078125,57984.8515625,0
NIFTY_MIDCAP_100.NS,2025-07-30,58069.6484375,58070.6015625,57700.44921875,57942.25,0
NIFTY_MIDCAP_100.NS,2025-07-31,57234.75,57772.80078125,57093.1015625,57400.55078125,0
NIFTY_MIDCAP_100.NS,2025-08-01,57420.6015625,57515.75,56548.25,56637.1484375,0
NIFTY_MIDCAP_100.NS,2025-08-04,56655.8515625,57468.44921875,56557.6015625,57432.3515625,0
NIFTY_MIDCAP_100.NS,2025-08-05,57445.25,57526.3515625,56962.05078125,57206.8515625,0
NIFTY_MIDCAP_100.NS,2025-08-06,57326.94921875,57331.19921875,56483.75,56749.75,0
NIFTY_MIDCAP_100.NS,2025-08-07,56444.8984375,57034.75,55950.25,56938.30078125,0
NIFTY_MIDCAP_100.NS,2025-08-08,57094.94921875,57096.19921875,55918.69921875,56002.19921875,0
NIFTY_MIDCAP_100.NS,2025-08-11,55981.30078125,56562.69921875,55792.8515625,56479.0,0
NIFTY_MIDCAP_100.NS,2025-08-12,56542.8515625,56675.25,56286.30078125,56324.8515625,0
NIFTY_MIDCAP_100.NS,2025-08-13,56565.19921875,56813.05078125,56474.80078125,56681.5,0
NIFTY_MIDCAP_100.NS,2025-08-14,56843.3515625,56928.30078125,56370.80078125,56504.25,0
NIFTY_MIDCAP_100.NS,2025-08-18,57105.8984375,57451.5,57037.1484375,57113.1484375,0
NIFTY_MIDCAP_100.NS,2025-08-19,57250.6484375,57697.5,56923.1484375,57664.6484375,0
NIFTY_MIDCAP_100.NS,2025-08-20,57684.44921875,58009.5,57529.25,57930.5,0
NIFTY_MIDCAP_100.NS,2025-08-21,58112.19921875,58204.25,57681.69921875,57708.94921875,0
NIFTY_MIDCAP_100.NS,2025-08-22,57759.1015625,57868.6484375,57577.6484375,57629.75,0
NIFTY_MIDCAP_100.NS,2025-08-25,57847.44921875,57955.3515625,57667.3515625,57701.5,0
NIFTY_MIDCAP_100.NS,2025-08-26,57508.25,57585.75,56670.8515625,56766.19921875,0
NIFTY_MIDCAP_100.NS,2025-08-28,56812.30078125,56812.30078125,55998.6015625,56047.5,0
NIFTY_MIDCAP_100.NS,2025-08-29,56012.0,56348.3515625,55660.3515625,55727.3984375,0
NIFTY_MIDCAP_100.NS,2025-09-01,55903.5,56858.75,55895.25,56825.5,0
NIFTY_MIDCAP_100.NS,2025-09-02,57007.05078125,57260.05078125,56640.19921875,56977.3984375,0
NIFTY_MIDCAP_100.NS,2025-09-03,57070.19921875,57386.0,56944.25,57345.5,0
NIFTY_MIDCAP_100.NS,2025-09-04,57970.6015625,57970.6015625,56886.80078125,56959.1484375,0
NIFTY_MIDCAP_100.NS,2025-09-05,57132.6484375,57416.6015625,56724.6015625,57075.19921875,0
NIFTY_MIDCAP_100.NS,2025-09-08,57266.8984375,57645.30078125,57110.80078125,57361.1484375,15000
NIFTY_MIDCAP_100.NS,2025-09-09,57491.94921875,57554.8515625,57230.8984375,57464.3515625,0
NIFTY_MIDCAP_100.NS,2025-09-10,57757.80078125,58069.05078125,57729.8984375,57999.55078125,0
NIFTY_MIDCAP_100.NS,2025-09-11,58093.55078125,58219.25,57919.75,58043.55078125,0
NIFTY_MIDCAP_100.NS,2025-09-12,58251.8515625,58327.69921875,58138.44921875,58227.19921875,0
NIFTY_MIDCAP_100.NS,2025-09-15,58339.30078125,58547.69921875,58259.3515625,58486.1015625,0
NIFTY_MIDCAP_100.NS,2025-09-16,58582.55078125,58838.25,58427.94921875,58799.55078125,0
NIFTY_MIDCAP_100.NS,2025-09-17,58987.05078125,59066.44921875,58695.6015625,58848.55078125,0
NIFTY_MIDCAP_100.NS,2025-09-18,59051.30078125,59117.3984375,58725.44921875,59073.19921875,0
NIFTY_MIDCAP_100.NS,2025-09-19,59124.05078125,59247.19921875,59051.19921875,59094.3515625,0
NIFTY_MIDCAP_100.NS,2025-09-22,58977.8984375,59174.8984375,58546.94921875,58699.5,0
NIFTY_MIDCAP_100.NS,2025-09-23,58777.94921875,58845.55078125,58293.3515625,58496.6015625,0
NIFTY_MIDCAP_100.NS,2025-09-24,58484.19921875,58547.1015625,57879.8984375,57924.44921875,0
NIFTY_MIDCAP_100.NS,2025-09-25,57947.44921875,58195.5,57471.6015625,57555.8984375,0
NIFTY_MIDCAP_100.NS,2025-09-26,57450.6015625,57505.05078125,56327.3984375,56378.55078125,0
NIFTY_MIDCAP_100.NS,2025-09-29,56576.05078125,56907.0,56339.3984375,56533.1484375,0
NIFTY_MIDCAP_100.NS,2025-09-30,56713.69921875,56788.75,56195.94921875,56529.30078125,0
NIFTY_MIDCAP_100.NS,2025-10-01,56592.6484375,57072.44921875,56418.0,57029.69921875,0
NIFTY_MIDCAP_100.NS,2025-10-03,57122.0,57545.6015625,57004.94921875,57503.3515625,0
NIFTY_MIDCAP_100.NS,2025-10-06,57561.05078125,58042.8515625,57442.5,58015.1015625,0
NIFTY_MIDCAP_100.NS,2025-10-07,58115.94921875,58315.8984375,57988.55078125,58289.3984375,0
NIFTY_MIDCAP_100.NS,2025-10-08,58287.3515625,58417.94921875,57795.1015625,57866.75,0
NIFTY_MIDCAP_100.NS,2025-10-09,57994.69921875,58460.6484375,57919.69921875,58429.8515625,0
NIFTY_MIDCAP_100.NS,2025-10-10,58500.6484375,58843.3984375,58383.94921875,58697.3984375,0
NIFTY_MIDCAP_100.NS,2025-10-13,58514.8515625,58806.8984375,58323.25,58762.3515625,0
NIFTY_MIDCAP_100.NS,2025-10-14,58952.69921875,59045.1015625,58223.0,58324.3984375,0
NIFTY_MIDCAP_100.NS,2025-10-15,58498.3984375,59068.25,58461.6015625,58970.0,0
NIFTY_MIDCAP_100.NS,2025-10-16,59142.3515625,59321.8984375,58966.6015625,59241.1484375,0
NIFTY_MIDCAP_100.NS,2025-10-17,59262.30078125,59293.1015625,58725.6015625,58902.25,0
NIFTY_MIDCAP_100.NS,2025-10-20,59161.1484375,59465.25,59123.19921875,59344.5,0
NIFTY_MIDCAP_100.NS,2025-10-21,59595.3515625,59642.30078125,59325.5,59409.55078125,0
NIFTY_MIDCAP_100.NS,2025-10-23,59661.3984375,59817.25,59276.1484375,59371.25,0
NIFTY_MIDCAP_100.NS,2025-10-24,59485.3984375,59667.69921875,59078.80078125,59231.19921875,0
NIFTY_MIDCAP_100.NS,2025-10-27,59449.25,59811.69921875,59365.75,59780.1484375,0
NIFTY_MIDCAP_100.NS,2025-10-28,59880.75,59922.1015625,59515.75,59765.3515625,0
NIFTY_MIDCAP_100.NS,2025-10-29,59839.55078125,60216.55078125,59672.75,60149.05078125,0
NIFTY_MIDCAP_100.NS,2025-10-30,60291.5,60293.3515625,59828.5,60096.25,0
NIFTY_MIDCAP_100.NS,2025-10-31,60173.8515625,60329.80078125,59779.19921875,59825.8984375,0
NIFTY_MIDCAP_100.NS,2025-11-03,59887.05078125,60400.5,59821.25,60287.3984375,0
NIFTY_MIDCAP_100.NS,2025-11-04,60351.55078125,60361.69921875,59961.75,60037.19921875,0
NIFTY_MIDCAP_100.NS,2025-11-06,60106.55078125,60144.25,59403.1015625,59468.6015625,0
NIFTY_MIDCAP_100.NS,2025-11-07,59285.80078125,59918.6484375,58807.30078125,59843.1484375,0
NIFTY_MIDCAP_100.NS,2025-11-10,59970.3984375,60308.75,59881.3984375,60124.25,0
NIFTY_MIDCAP_100.NS,2025-11-11,60247.3515625,60459.8515625,59812.05078125,60427.0,0
NIFTY_MIDCAP_100.NS,2025-11-12,60704.69921875,61011.0,60641.25,60902.30078125,0
NIFTY_MIDCAP_100.NS,2025-11-13,60955.3984375,61131.8515625,60623.0,60692.05078125,0
NIFTY_MIDCAP_100.NS,2025-11-14,60708.75,60973.30078125,60489.1015625,60739.19921875,0
NIFTY_MIDCAP_100.NS,2025-11-17,60970.1015625,61211.05078125,60865.80078125,61180.5,0
NIFTY_MIDCAP_100.NS,2025-11-18,61217.94921875,61220.25,60767.30078125,60822.0,0
NIFTY_MIDCAP_100.NS,2025-11-19,60834.6015625,61044.25,60645.44921875,60949.05078125,0
NIFTY_MIDCAP_100.NS,2025-11-20,61172.69921875,61205.0,60893.3984375,60963.55078125,0
NIFTY_MIDCAP_100.NS,2025-11-21,60911.30078125,60918.05078125,60222.25,60276.30078125,0
NIFTY_MIDCAP_100.NS,2025-11-24,60338.25,60445.1015625,59968.55078125,60081.6015625,0
NIFTY_MIDCAP_100.NS,2025-11-25,60104.3515625,60358.94921875,59953.69921875,60298.0,0
NIFTY_MIDCAP_100.NS,2025-11-26,60439.30078125,61098.8515625,60306.3515625,61061.69921875,0
NIFTY_MIDCAP_100.NS,2025-11-27,61216.8515625,61229.80078125,60866.30078125,61113.1484375,0
NIFTY_MIDCAP_100.NS,2025-11-28,61190.05078125,61208.30078125,60953.5,61043.25,0
NIFTY_MIDCAP_100.NS,2025-12-01,61250.8515625,61311.25,60863.8984375,61043.3984375,0
NIFTY_MIDCAP_100.NS,2025-12-02,61070.5,61255.0,60764.6484375,60910.44921875,0
NIFTY_MIDCAP_100.NS,2025-12-03,60942.19921875,60984.44921875,60176.8515625,60315.6484375,0
NIFTY_MIDCAP_100.NS,2025-12-04,60368.44921875,60618.94921875,60208.8515625,60299.80078125,0
NIFTY_MIDCAP_100.NS,2025-12-05,60279.25,60646.80078125,60056.0,60594.6015625,0
NIFTY_MIDCAP_100.NS,2025-12-08,60595.6015625,60673.1015625,59217.94921875,59488.1015625,0
NIFTY_MIDCAP_100.NS,2025-12-09,59315.3984375,59751.94921875,58545.3984375,59676.19921875,0
NIFTY_MIDCAP_100.NS,2025-12-10,59770.30078125,59965.3984375,58907.5,59007.75,0
NIFTY_MIDCAP_100.NS,2025-12-11,59018.30078125,59641.1015625,58889.25,59578.05078125,0
NIFTY_MIDCAP_100.NS,2025-12-12,59769.8984375,60331.80078125,59718.94921875,60283.30078125,0
NIFTY_MIDCAP_100.NS,2025-12-15,60209.8515625,60250.25,59812.6484375,60212.80078125,0
NIFTY_MIDCAP_100.NS,2025-12-16,60155.19921875,60157.19921875,59565.8984375,59710.80078125,0
NIFTY_MIDCAP_100.NS,2025-12-17,59698.75,59889.8984375,59242.30078125,59388.8515625,0
NIFTY_MIDCAP_100.NS,2025-12-18,59423.25,59703.6484375,58962.44921875,59592.1484375,0
NIFTY_MIDCAP_100.NS,2025-12-19,59718.6015625,60383.1484375,59632.5,60310.1484375,0
NIFTY_MIDCAP_100.NS,2025-12-22,60490.94921875,60866.19921875,60368.55078125,60815.25,0
NIFTY_MIDCAP_100.NS,2025-12-23,60895.25,60913.6484375,60569.30078125,60816.1015625,0
NIFTY_MIDCAP_100.NS,2025-12-24,60876.30078125,61029.55078125,60406.6484375,60451.3515625,0
NIFTY_MIDCAP_100.NS,2025-12-26,60426.8984375,60758.1484375,60256.8984375,60314.44921875,0
NIFTY_MIDCAP_100.NS,2025-12-29,60397.5,60495.25,59932.6484375,60001.30078125,0
NIFTY_MIDCAP_100.NS,2025-12-30,59980.3515625,60046.8515625,59733.75,59914.25,0
NIFTY_MIDCAP_100.NS,2025-12-31,60081.6484375,60718.25,60078.8515625,60484.5,0
NIFTY_MIDCAP_100.NS,2026-01-02,60913.1015625,61398.3984375,60809.19921875,61365.8984375,0
NIFTY_MIDCAP_100.NS,2026-01-05,61516.3984375,61520.6015625,60970.55078125,61265.69921875,0
NIFTY_MIDCAP_100.NS,2026-01-06,61347.5,61393.30078125,60866.30078125,61148.55078125,0
NIFTY_MIDCAP_100.NS,2026-01-07,61178.55078125,61548.8515625,61082.69921875,61424.69921875,0
NIFTY_MIDCAP_100.NS,2026-01-08,61415.55078125,61437.25,60144.94921875,60222.55078125,0
NIFTY_MIDCAP_100.NS,2026-01-09,60194.05078125,60562.3515625,59500.55078125,59748.1484375,0
NIFTY_MIDCAP_100.NS,2026-01-12,59768.3515625,59845.1484375,58827.8984375,59717.1015625,0
NIFTY_MIDCAP_100.NS,2026-01-13,59942.5,60109.75,59071.5,59597.80078125,0
NIFTY_MIDCAP_100.NS,2026-01-14,59498.69921875,59889.25,59350.1484375,59770.5,0
NIFTY_MIDCAP_100.NS,2026-01-16,59850.94921875,60327.8984375,59715.05078125,59867.80078125,0
NIFTY_MIDCAP_100.NS,2026-01-19,59739.55078125,59938.69921875,59480.30078125,59647.6484375,0
NIFTY_MIDCAP_100.NS,2026-01-20,59626.3984375,59634.6015625,57898.6484375,58085.3515625,0
NIFTY_MIDCAP_100.NS,2026-01-21,57900.75,58239.30078125,56681.1015625,57423.6484375,0
NIFTY_MIDCAP_100.NS,2026-01-22,57962.6015625,58568.94921875,57755.75,58191.30078125,0
NIFTY_MIDCAP_100.NS,2026-01-23,58410.3515625,58416.19921875,57048.8984375,57145.6484375,0
NIFTY_MIDCAP_100.NS,2026-01-27,57358.8515625,57663.5,56671.3984375,57483.6484375,0
NIFTY_MIDCAP_100.NS,2026-01-28,57714.8984375,58508.94921875,57678.55078125,58438.6015625,0
NIFTY_MIDCAP_100.NS,2026-01-29,58574.30078125,58614.8984375,58006.3984375,58541.0,0
NIFTY_MIDCAP_100.NS,2026-01-30,58151.6015625,58628.8515625,57769.44921875,58432.0,0
NIFTY_MIDCAP_100.NS,2026-02-02,57128.6015625,57826.8515625,56381.3515625,57667.6015625,0
NIFTY_MIDCAP_100.NS,2026-02-03,60026.80078125,60456.80078125,59034.69921875,59307.1015625,0
NIFTY_MIDCAP_100.NS,2026-02-04,59242.05078125,59769.5,58794.3515625,59683.6015625,0
NIFTY_MIDCAP_100.NS,2026-02-05,59662.5,59672.30078125,59069.6484375,59517.1015625,0
NIFTY_MIDCAP_100.NS,2026-02-06,59400.75,59573.6015625,58757.80078125,59502.69921875,0
NIFTY_MIDCAP_100.NS,2026-02-09,59896.19921875,60498.05078125,59767.55078125,60441.1484375,0
NIFTY_MIDCAP_100.NS,2026-02-10,60723.0,60819.69921875,60442.3984375,60735.8984375,0
NIFTY_MIDCAP_100.NS,2026-02-11,60812.1015625,60815.19921875,60431.6484375,60754.55078125,0
NIFTY_MIDCAP_100.NS,2026-02-12,60695.80078125,60699.55078125,60194.1015625,60470.8515625,0
NIFTY_MIDCAP_100.NS,2026-02-13,59978.44921875,59981.0,59194.25,59438.0,0
NIFTY_MIDCAP_100.NS,2026-02-16,59166.75,59770.44921875,58917.30078125,59723.0,0
NIFTY_MIDCAP_100.NS,2026-02-17,59713.55078125,59951.3984375,59543.69921875,59881.69921875,0
NIFTY_MIDCAP_100.NS,2026-02-18,59984.30078125,60227.30078125,59807.30078125,60183.19921875,0
NIFTY_MIDCAP_100.NS,2026-02-19,60278.44921875,60341.69921875,59038.80078125,59227.6484375,0
NIFTY_MIDCAP_100.NS,2026-02-20,59087.75,59690.5,58989.75,59513.94921875,0
NIFTY_MIDCAP_100.NS,2026-02-23,59612.80078125,59698.5,59014.30078125,59255.6484375,0
NIFTY_MIDCAP_100.NS,2026-02-24,59091.44921875,59199.3515625,58489.1484375,59066.3515625,0
NIFTY_MIDCAP_100.NS,2026-02-25,59280.0,59528.1484375,59051.6015625,59406.1015625,0
NIFTY_MIDCAP_100.NS,2026-02-26,59542.55078125,59879.55078125,59404.75,59798.1484375,0
NIFTY_MIDCAP_100.NS,2026-02-27,59746.3984375,59774.8984375,59014.1015625,59115.6015625,0
NIFTY_MIDCAP_100.NS,2026-03-02,57090.80078125,58814.3515625,57074.75,58180.5,0
NIFTY_MIDCAP_100.NS,2026-03-04,57339.25,57399.0,56505.30078125,56925.1484375,0
NIFTY_MIDCAP_100.NS,2026-03-05,57330.6015625,57946.44921875,57014.69921875,57792.55078125,0
NIFTY_MIDCAP_100.NS,2026-03-06,57692.1484375,58104.5,57336.55078125,57393.3515625,0
NIFTY_MIDCAP_100.NS,2026-03-09,56328.80078125,56362.80078125,55341.69921875,56265.5,0
NIFTY_MIDCAP_100.NS,2026-03-10,56993.69921875,57341.75,56573.30078125,57177.6484375,0
NIFTY_MIDCAP_100.NS,2026-03-11,57335.19921875,57656.8984375,56363.3984375,56461.1015625,0
NIFTY_MIDCAP_100.NS,2026-03-12,56142.5,56684.30078125,55378.6484375,56253.75,0
NIFTY_MIDCAP_100.NS,2026-03-13,55997.1484375,56140.55078125,54633.6015625,54761.1015625,0
NIFTY_MIDCAP_100.NS,2026-03-16,54652.55078125,55013.30078125,53712.55078125,54614.94921875,0
NIFTY_MIDCAP_100.NS,2026-03-17,54880.80078125,55304.69921875,54446.05078125,55174.3984375,0
NIFTY_MIDCAP_100.NS,2026-03-18,55289.1015625,56497.80078125,55253.30078125,56289.8515625,0
NIFTY_MIDCAP_100.NS,2026-03-19,55391.19921875,55419.8515625,54253.69921875,54492.30078125,0
NIFTY_MIDCAP_100.NS,2026-03-20,54903.3515625,55560.3515625,54768.55078125,54855.5,0
NIFTY_MIDCAP_100.NS,2026-03-23,54242.3984375,54242.3984375,52573.55078125,52717.55078125,0
NIFTY_MIDCAP_100.NS,2026-03-24,53878.30078125,54315.94921875,52958.80078125,54087.0,0
NIFTY_MIDCAP_100.NS,2026-03-25,54633.5,55688.5,54591.1484375,55331.05078125,0
NIFTY_MIDCAP_100.NS,2026-03-27,54997.3515625,55014.3984375,53991.55078125,54097.80078125,0
NIFTY_MIDCAP_100.NS,2026-03-30,53383.44921875,53555.6015625,52554.44921875,52650.0,0
NIFTY_MIDCAP_100.NS,2026-04-01,54075.44921875,54519.6015625,53582.94921875,53819.1484375,0
NIFTY_MIDCAP_100.NS,2026-04-02,53167.25,53804.25,52032.8515625,53677.05078125,0
NIFTY_MIDCAP_100.NS,2026-04-06,53757.94921875,54554.44921875,53068.55078125,54492.6484375,0
NIFTY_MIDCAP_100.NS,2026-04-07,54218.8984375,54667.8515625,53656.44921875,54600.55078125,0
NIFTY_MIDCAP_100.NS,2026-04-08,56441.6484375,56891.75,56209.80078125,56799.5,0
NIFTY_MIDCAP_100.NS,2026-04-09,56832.1484375,57294.0,56341.1484375,56978.75,0
NIFTY_MIDCAP_100.NS,2026-04-10,57315.6015625,57885.75,57168.19921875,57843.94921875,0
NIFTY_MIDCAP_100.NS,2026-04-13,56676.3984375,57743.0,56289.5,57513.30078125,0
NIFTY_MIDCAP_100.NS,2026-04-15,58463.8984375,58850.25,58378.3515625,58777.75,0
NIFTY_MIDCAP_100.NS,2026-04-16,59252.94921875,59443.5,58621.94921875,59146.75,0
NIFTY_MIDCAP_100.NS,2026-04-17,59275.25,59961.6484375,59057.5,59898.19921875,0
NIFTY_MIDCAP_100.NS,2026-04-20,60034.0,60261.1015625,59420.69921875,59790.75,0
NIFTY_MIDCAP_100.NS,2026-04-21,59933.1015625,60338.0,59895.80078125,60086.69921875,0
NIFTY_MIDCAP_100.NS,2026-04-22,59989.6015625,60380.75,59885.0,60201.6015625,0
NIFTY_MIDCAP_100.NS,2026-04-23,60050.1015625,60300.94921875,59817.80078125,59952.80078125,0
NIFTY_MIDCAP_100.NS,2026-04-24,60049.5,60213.6484375,59070.1015625,59374.80078125,0
NIFTY_MIDCAP_100.NS,2026-04-27,59686.6015625,60372.75,59643.69921875,60248.3515625,0
NIFTY_MIDCAP_100.NS,2026-04-28,60317.8984375,60611.1484375,60233.3984375,60419.3984375,0
NIFTY_MIDCAP_100.NS,2026-04-29,60766.44921875,60965.69921875,60274.6015625,60376.8984375,0
NIFTY_MIDCAP_100.NS,2026-04-30,60148.8984375,60156.44921875,59323.0,59784.8515625,0
NIFTY_MIDCAP_100.NS,2026-05-04,60235.5,60563.94921875,59787.6015625,60159.75,0
