effective_date,index_type,inclusions,exclusions,symbols
2005-04-03,Nifty500,BOSCHLTD,PHARMACIA,"3MINDIA,AARTIIND,ABANOFFSH,ABB,ABBOTINDIA,ABREL,ACC,ACCELYA,ADANIENT,ADOR,AGCNETWO,AGUL,AKZOINDIA,ALEMBICLTD,ALFALAVAL,ALSTOMT&D,ALTOS,AMBALAL,AMBUJACEM,ANDHRAVALY,APARINDS,APOLLOHOSP,APOLLOTYRE,APPAPER,APPLE,APTECHT,ARCHIES,ARVIND,ASAHIINDIA,ASHOKLEY,ASIANHOTNR,ASIANPAINT,ASTRAZENCA,ATLASCYCLE,ATUL,ATULAUTO,AUTOAXLES,AVERY,AXISBANK,AZTECSOFT,BAJAJ,BAJAJ-AUTO,BAJAJHIND,BAJFINANCE,BALAJI,BALAJITELE,BALMLAWRIE,BALRAMCHIN,BANARISUG,BANKBARODA,BANKINDIA,BASF,BATAINDIA,BBTC,BEL,BEML,BERGEPAINT,BHADRACH,BHARATFORG,BHARTIARTL,BHEL,BHUSHANSTL,BI,BIOCON,BIRLACORPN,BIRLAMONEY,BLOWPLAST,BLUEDART,BLUESTARCO,BOMDYEING,BOSCH-HCIL,BOSCHLTD,BPCL,BRABOURNE,BRITANNIA,BSOFT,CABLE,CADBURY,CANBK,CANFINHOME,CAPRIHANS,CASTROLIND,CCL,CEATLTD,CENTENKA,CENTRAL,CENTURYTEX,CESC,CGPOWER,CHAMBLFERT,CHEMINOR,CHEMPLASTS,CHENNPETRO,CHETTINAD,CHOLAFIN,CHOLAHLDNG,CIPLA,CLARIANT,CMC,COFORGE,COLPAL,CONCOR,COROMANDEL,COSMO,CRISIL,CUB,CUMMINSIND,CYBERTECH,DABUR,DAEWOO,DCAL,DCLPOLYE,DCW,DEEPAKFERT,DEN,DHAMPURSUG,DHANBANK,DICIND,DIGJAMLMTD,DRREDDY,DSQSOFTW,EICHERMOT,EIDPARRY,EIHOTEL,ELCIDIN,ELECON,ELECTCAST,ELECTREX,ELGIEQUIP,ELGIRUBCO,ENGINERSIN,ESABINDIA,ESCORTS,ESSEL,EXCELINDUS,EXIDEIND,FACT,FAGBEARI,FDC,FEDERALBNK,FINCABLES,FLUOROCHEM,FMGOETZE,FORBES,FOSECOIND,FULFORD,GAEL,GAIL,GANESHBE,GARDEN,GESHIP,GHCL,GILLETTE,GKNDRIVE,GLAXO,GLENMARK,GLFL,GMDCLTD,GNFC,GODFRYPHLP,GODREJCP,GODREJIND,GOLDENTOBC,GOODRICKE,GOODYEAR,GRAPHITE,GRASIM,GREAVESCOT,GRINDWELL,GSFC,GSKCONS,GSPL,GTL,GUJALKALI,GUJGASLTD,GVT&D,GYPSUM,HAMCO,HARRMALAYA,HAVELLS,HCC,HCL-INSYS,HCLTECH,HDFC,HDFCBANK,HEALTHCARE,HEG,HEIDELBERG,HERBERTS,HERITGFOOD,HEROMOTOCO,HEXT,HIKAL,HIMACHAL,HIMATSEIDE,HINDALCO,HINDOILEXP,HINDPETRO,HINDSYNTEX,HINDUJA,HINDUNILVR,HINDUSTAN,HINDZINC,HITECHCORP,HMT,HOGANAS,HONAUT,HOTEL,IBP,ICICIBANK,IDBI,IFBIND,IFCI,IGATE,IGL,IGPL,INDHOTEL,INDIACEM,INDIAGLYCO,INDIANCARD,INDOGULF,INDORAMA,INDUSINDBK,INFOMEDIA,INFY,INGERRAND,INSILCO,INTERNAT,IOB,IOC,IONEXCHANG,IPCALAB,IPCL,IPRINGS,ISMT,ISPAT,ITC,ITCHOTELS,ITI,ITWSIGNO,J&KBANK,JAICORPLTD,JBCHEPHARM,JBMA,JGCHEM,JINDALPHOT,JINDALPOLY,JINDALSAW,JINDALSTEL,JISLJALEQS,JKCEMENT,JKTYRE,JPASSOCIAT,JSL,JSWSTEEL,JUBLINGRY,JYOTISTRUC,KAJARIACER,KANSAINER,KARURVYSYA,KCP,KINETIC,KMSUGAR,KOHINOOR,KOPRAN,KOTAKBANK,KPEL,KRISHNA,KRL,KSB,KTKBANK,LAKSHMI,LGBBROSLTD,LICHSGFIN,LINDEINDIA,LT,LUPIN,M& M,M&M,MAARS,MADURA,MAFATIND,MAHABANK,MAHSCOOTER,MAHSEAMLES,MALWA,MARALOVER,MARICO,MARUTI,MASTEK,MATRIX,MAXIND,MCDOWELL,MERCK,MERIND,MFSL,MICRO,MIRZAINT,MODIXEROX,MOREPENLAB,MOTHERSON,MOTHERSUMI,MPHASIS,MRF,MRPL,MTNL,MUKTAARTS,MUNJALAU,MUNJALSHOW,NAGARFERT,NAHAR,NAHARPOLY,NAHARSPING,NATCOPHARM,NATIONAL,NATIONALUM,NAVA,NAVNETED,NCC,NDTV,NEPC,NESTLEIND,NETWORK18,NILKAMAL,NIRMA,NITCO,NLCINDIA,NTPC,OBC,OFSS,OIL,OILCOUNTUB,OLECTRA,OMAXAUTO,ONGC,ONIDA,ORIENTHOT,ORIENTPPR,OSWALAGRO,PATANJALI,PATNI,PATSPIN,PCBL,PDMJEPAPER,PEL,PENTAFOUR,PENTAMEDIA,PETRONET,PFIZER,PGHL,PHIL,PHILIPS,PHOENIX,PIDILITIND,PNB,POONAWALLA,PRAJIND,PRAKASH,PRECISION,PREMIERENE,PSIDATA,PTC,PUDUMJEE,PUNJABCHEM,PUNJTRACT,RAASI,RAIN,RAINCALCI,RAJESHEXPO,RALLIS,RAMANEWS,RAMCOCEM,RAMCOIND,RANBAXY,RAYMOND,RCF,RECKITT,RECRON,REGENCERAM,RELCAPITAL,RELIANCE,RELINFRA,RHONE,RICOAUTO,RIIL,RKFORGE,ROLTA,ROYAL,RPGTRANS,RSWM,RUCHISOYA,RUSHIL,SAIL,SAKHTISUG,SALORA,SALSTEEL,SAMTEL,SANGHI,SANOFI,SAREGAMA,SATYAM,SBIN,SCHAEFFLER,SCHENECT,SCI,SCILAL,SDREAMS,SESASTERL,SESHAPAPER,SHANTHIGEAR,SHAWWALLA,SHREECEM,SHRENUJ,SHRIRAMFIN,SHYAMTEL,SIEMENS,SIL,SKFINDIA,SMLISUZU,SONACOMS,SONATSOFTW,SOUTHBANK,SPARC,SPLPETRO,SRF,STAR,STATE,STERLINBIO,STERLITE,STYROLUT,SUMMITSEC,SUNCLAY,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUPREMEIND,SURYALAXMI,SUVEN,TAMIL,TATACHEM,TATACOMM,TATACONSUM,TATAELXSI,TATAINVEST,TATAMOTORS,TATAPOWER,TATASPONGE,TATASTEEL,TCS,TECH,TFCI,THERMAX,THIRU,THOMASCOOK,TIINDIA,TIMEX,TIMKEN,TIPSIND,TITAN,TNPETRO,TODAYS,TORNTPHARM,TORNTPOWER,TRANSPEK,TRENT,TRIDENT,TRIGYN,TTKPRESTIG,TVTODAY,UBL,UCALFUEL,UFLEX,UNICHEMLAB,UNIONBANK,USHAFIN,USHAMART,UTTAM,VARDMNPOLY,VARUN,VESUVIUS,VHL,VIDEOCON,VINDHYATEL,VINYLINDIA,VIRAL,VOLTAS,VTL,WELENT,WIDIA,WIMCO,WINDMACH,WINSOME,WIPRO,WOOLWORTH,WSTCSTPAPR,WYETH,ZANDU,ZEEL,ZENSARTECH,ZUARI"
2005-05-01,Nifty500,ULTRACEMCO,GYPSUM,"3MINDIA,AARTIIND,ABANOFFSH,ABB,ABBOTINDIA,ABREL,ACC,ACCELYA,ADANIENT,ADOR,AGCNETWO,AGUL,AKZOINDIA,ALEMBICLTD,ALFALAVAL,ALSTOMT&D,ALTOS,AMBALAL,AMBUJACEM,ANDHRAVALY,APARINDS,APOLLOHOSP,APOLLOTYRE,APPAPER,APPLE,APTECHT,ARCHIES,ARVIND,ASAHIINDIA,ASHOKLEY,ASIANHOTNR,ASIANPAINT,ASTRAZENCA,ATLASCYCLE,ATUL,ATULAUTO,AUTOAXLES,AVERY,AXISBANK,AZTECSOFT,BAJAJ,BAJAJ-AUTO,BAJAJHIND,BAJFINANCE,BALAJI,BALAJITELE,BALMLAWRIE,BALRAMCHIN,BANARISUG,BANKBARODA,BANKINDIA,BASF,BATAINDIA,BBTC,BEL,BEML,BERGEPAINT,BHADRACH,BHARATFORG,BHARTIARTL,BHEL,BHUSHANSTL,BI,BIOCON,BIRLACORPN,BIRLAMONEY,BLOWPLAST,BLUEDART,BLUESTARCO,BOMDYEING,BOSCH-HCIL,BOSCHLTD,BPCL,BRABOURNE,BRITANNIA,BSOFT,CABLE,CADBURY,CANBK,CANFINHOME,CAPRIHANS,CASTROLIND,CCL,CEATLTD,CENTENKA,CENTRAL,CENTURYTEX,CESC,CGPOWER,CHAMBLFERT,CHEMINOR,CHEMPLASTS,CHENNPETRO,CHETTINAD,CHOLAFIN,CHOLAHLDNG,CIPLA,CLARIANT,CMC,COFORGE,COLPAL,CONCOR,COROMANDEL,COSMO,CRISIL,CUB,CUMMINSIND,CYBERTECH,DABUR,DAEWOO,DCAL,DCLPOLYE,DCW,DEEPAKFERT,DEN,DHAMPURSUG,DHANBANK,DICIND,DIGJAMLMTD,DRREDDY,DSQSOFTW,EICHERMOT,EIDPARRY,EIHOTEL,ELCIDIN,ELECON,ELECTCAST,ELECTREX,ELGIEQUIP,ELGIRUBCO,ENGINERSIN,ESABINDIA,ESCORTS,ESSEL,EXCELINDUS,EXIDEIND,FACT,FAGBEARI,FDC,FEDERALBNK,FINCABLES,FLUOROCHEM,FMGOETZE,FORBES,FOSECOIND,FULFORD,GAEL,GAIL,GANESHBE,GARDEN,GESHIP,GHCL,GILLETTE,GKNDRIVE,GLAXO,GLENMARK,GLFL,GMDCLTD,GNFC,GODFRYPHLP,GODREJCP,GODREJIND,GOLDENTOBC,GOODRICKE,GOODYEAR,GRAPHITE,GRASIM,GREAVESCOT,GRINDWELL,GSFC,GSKCONS,GSPL,GTL,GUJALKALI,GUJGASLTD,GVT&D,HAMCO,HARRMALAYA,HAVELLS,HCC,HCL-INSYS,HCLTECH,HDFC,HDFCBANK,HEALTHCARE,HEG,HEIDELBERG,HERBERTS,HERITGFOOD,HEROMOTOCO,HEXT,HIKAL,HIMACHAL,HIMATSEIDE,HINDALCO,HINDOILEXP,HINDPETRO,HINDSYNTEX,HINDUJA,HINDUNILVR,HINDUSTAN,HINDZINC,HITECHCORP,HMT,HOGANAS,HONAUT,HOTEL,IBP,ICICIBANK,IDBI,IFBIND,IFCI,IGATE,IGL,IGPL,INDHOTEL,INDIACEM,INDIAGLYCO,INDIANCARD,INDOGULF,INDORAMA,INDUSINDBK,INFOMEDIA,INFY,INGERRAND,INSILCO,INTERNAT,IOB,IOC,IONEXCHANG,IPCALAB,IPCL,IPRINGS,ISMT,ISPAT,ITC,ITCHOTELS,ITI,ITWSIGNO,J&KBANK,JAICORPLTD,JBCHEPHARM,JBMA,JGCHEM,JINDALPHOT,JINDALPOLY,JINDALSAW,JINDALSTEL,JISLJALEQS,JKCEMENT,JKTYRE,JPASSOCIAT,JSL,JSWSTEEL,JUBLINGRY,JYOTISTRUC,KAJARIACER,KANSAINER,KARURVYSYA,KCP,KINETIC,KMSUGAR,KOHINOOR,KOPRAN,KOTAKBANK,KPEL,KRISHNA,KRL,KSB,KTKBANK,LAKSHMI,LGBBROSLTD,LICHSGFIN,LINDEINDIA,LT,LUPIN,M& M,M&M,MAARS,MADURA,MAFATIND,MAHABANK,MAHSCOOTER,MAHSEAMLES,MALWA,MARALOVER,MARICO,MARUTI,MASTEK,MATRIX,MAXIND,MCDOWELL,MERCK,MERIND,MFSL,MICRO,MIRZAINT,MODIXEROX,MOREPENLAB,MOTHERSON,MOTHERSUMI,MPHASIS,MRF,MRPL,MTNL,MUKTAARTS,MUNJALAU,MUNJALSHOW,NAGARFERT,NAHAR,NAHARPOLY,NAHARSPING,NATCOPHARM,NATIONAL,NATIONALUM,NAVA,NAVNETED,NCC,NDTV,NEPC,NESTLEIND,NETWORK18,NILKAMAL,NIRMA,NITCO,NLCINDIA,NTPC,OBC,OFSS,OIL,OILCOUNTUB,OLECTRA,OMAXAUTO,ONGC,ONIDA,ORIENTHOT,ORIENTPPR,OSWALAGRO,PATANJALI,PATNI,PATSPIN,PCBL,PDMJEPAPER,PEL,PENTAFOUR,PENTAMEDIA,PETRONET,PFIZER,PGHL,PHIL,PHILIPS,PHOENIX,PIDILITIND,PNB,POONAWALLA,PRAJIND,PRAKASH,PRECISION,PREMIERENE,PSIDATA,PTC,PUDUMJEE,PUNJABCHEM,PUNJTRACT,RAASI,RAIN,RAINCALCI,RAJESHEXPO,RALLIS,RAMANEWS,RAMCOCEM,RAMCOIND,RANBAXY,RAYMOND,RCF,RECKITT,RECRON,REGENCERAM,RELCAPITAL,RELIANCE,RELINFRA,RHONE,RICOAUTO,RIIL,RKFORGE,ROLTA,ROYAL,RPGTRANS,RSWM,RUCHISOYA,RUSHIL,SAIL,SAKHTISUG,SALORA,SALSTEEL,SAMTEL,SANGHI,SANOFI,SAREGAMA,SATYAM,SBIN,SCHAEFFLER,SCHENECT,SCI,SCILAL,SDREAMS,SESASTERL,SESHAPAPER,SHANTHIGEAR,SHAWWALLA,SHREECEM,SHRENUJ,SHRIRAMFIN,SHYAMTEL,SIEMENS,SIL,SKFINDIA,SMLISUZU,SONACOMS,SONATSOFTW,SOUTHBANK,SPARC,SPLPETRO,SRF,STAR,STATE,STERLINBIO,STERLITE,STYROLUT,SUMMITSEC,SUNCLAY,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUPREMEIND,SURYALAXMI,SUVEN,TAMIL,TATACHEM,TATACOMM,TATACONSUM,TATAELXSI,TATAINVEST,TATAMOTORS,TATAPOWER,TATASPONGE,TATASTEEL,TCS,TECH,TFCI,THERMAX,THIRU,THOMASCOOK,TIINDIA,TIMEX,TIMKEN,TIPSIND,TITAN,TNPETRO,TODAYS,TORNTPHARM,TORNTPOWER,TRANSPEK,TRENT,TRIDENT,TRIGYN,TTKPRESTIG,TVTODAY,UBL,UCALFUEL,UFLEX,ULTRACEMCO,UNICHEMLAB,UNIONBANK,USHAFIN,USHAMART,UTTAM,VARDMNPOLY,VARUN,VESUVIUS,VHL,VIDEOCON,VINDHYATEL,VINYLINDIA,VIRAL,VOLTAS,VTL,WELENT,WIDIA,WIMCO,WINDMACH,WINSOME,WIPRO,WOOLWORTH,WSTCSTPAPR,WYETH,ZANDU,ZEEL,ZENSARTECH,ZUARI"
2005-05-08,Nifty500,JETAIRWAYS,LTF,"3MINDIA,AARTIIND,ABANOFFSH,ABB,ABBOTINDIA,ABREL,ACC,ACCELYA,ADANIENT,ADOR,AGCNETWO,AGUL,AKZOINDIA,ALEMBICLTD,ALFALAVAL,ALSTOMT&D,ALTOS,AMBALAL,AMBUJACEM,ANDHRAVALY,APARINDS,APOLLOHOSP,APOLLOTYRE,APPAPER,APPLE,APTECHT,ARCHIES,ARVIND,ASAHIINDIA,ASHOKLEY,ASIANHOTNR,ASIANPAINT,ASTRAZENCA,ATLASCYCLE,ATUL,ATULAUTO,AUTOAXLES,AVERY,AXISBANK,AZTECSOFT,BAJAJ,BAJAJ-AUTO,BAJAJHIND,BAJFINANCE,BALAJI,BALAJITELE,BALMLAWRIE,BALRAMCHIN,BANARISUG,BANKBARODA,BANKINDIA,BASF,BATAINDIA,BBTC,BEL,BEML,BERGEPAINT,BHADRACH,BHARATFORG,BHARTIARTL,BHEL,BHUSHANSTL,BI,BIOCON,BIRLACORPN,BIRLAMONEY,BLOWPLAST,BLUEDART,BLUESTARCO,BOMDYEING,BOSCH-HCIL,BOSCHLTD,BPCL,BRABOURNE,BRITANNIA,BSOFT,CABLE,CADBURY,CANBK,CANFINHOME,CAPRIHANS,CASTROLIND,CCL,CEATLTD,CENTENKA,CENTURYTEX,CESC,CGPOWER,CHAMBLFERT,CHEMINOR,CHEMPLASTS,CHENNPETRO,CHETTINAD,CHOLAFIN,CHOLAHLDNG,CIPLA,CLARIANT,CMC,COFORGE,COLPAL,CONCOR,COROMANDEL,COSMO,CRISIL,CUB,CUMMINSIND,CYBERTECH,DABUR,DAEWOO,DCAL,DCLPOLYE,DCW,DEEPAKFERT,DEN,DHAMPURSUG,DHANBANK,DICIND,DIGJAMLMTD,DRREDDY,DSQSOFTW,EICHERMOT,EIDPARRY,EIHOTEL,ELCIDIN,ELECON,ELECTCAST,ELECTREX,ELGIEQUIP,ELGIRUBCO,ENGINERSIN,ESABINDIA,ESCORTS,ESSEL,EXCELINDUS,EXIDEIND,FACT,FAGBEARI,FDC,FEDERALBNK,FINCABLES,FLUOROCHEM,FMGOETZE,FORBES,FOSECOIND,FULFORD,GAEL,GAIL,GANESHBE,GARDEN,GESHIP,GHCL,GILLETTE,GKNDRIVE,GLAXO,GLENMARK,GLFL,GMDCLTD,GNFC,GODFRYPHLP,GODREJCP,GODREJIND,GOLDENTOBC,GOODRICKE,GOODYEAR,GRAPHITE,GRASIM,GREAVESCOT,GRINDWELL,GSFC,GSKCONS,GSPL,GTL,GUJALKALI,GUJGASLTD,GVT&D,HAMCO,HARRMALAYA,HAVELLS,HCC,HCL-INSYS,HCLTECH,HDFC,HDFCBANK,HEALTHCARE,HEG,HEIDELBERG,HERBERTS,HERITGFOOD,HEROMOTOCO,HEXT,HIKAL,HIMACHAL,HIMATSEIDE,HINDALCO,HINDOILEXP,HINDPETRO,HINDSYNTEX,HINDUJA,HINDUNILVR,HINDUSTAN,HINDZINC,HITECHCORP,HMT,HOGANAS,HONAUT,HOTEL,IBP,ICICIBANK,IDBI,IFBIND,IFCI,IGATE,IGL,IGPL,INDHOTEL,INDIACEM,INDIAGLYCO,INDIANCARD,INDOGULF,INDORAMA,INDUSINDBK,INFOMEDIA,INFY,INGERRAND,INSILCO,INTERNAT,IOB,IOC,IONEXCHANG,IPCALAB,IPCL,IPRINGS,ISMT,ISPAT,ITC,ITCHOTELS,ITI,ITWSIGNO,J&KBANK,JAICORPLTD,JBCHEPHARM,JBMA,JETAIRWAYS,JGCHEM,JINDALPHOT,JINDALPOLY,JINDALSAW,JINDALSTEL,JISLJALEQS,JKCEMENT,JKTYRE,JPASSOCIAT,JSL,JSWSTEEL,JUBLINGRY,JYOTISTRUC,KAJARIACER,KANSAINER,KARURVYSYA,KCP,KINETIC,KMSUGAR,KOHINOOR,KOPRAN,KOTAKBANK,KPEL,KRISHNA,KRL,KSB,KTKBANK,LAKSHMI,LGBBROSLTD,LICHSGFIN,LINDEINDIA,LT,LUPIN,M& M,M&M,MAARS,MADURA,MAFATIND,MAHABANK,MAHSCOOTER,MAHSEAMLES,MALWA,MARALOVER,MARICO,MARUTI,MASTEK,MATRIX,MAXIND,MCDOWELL,MERCK,MERIND,MFSL,MICRO,MIRZAINT,MODIXEROX,MOREPENLAB,MOTHERSON,MOTHERSUMI,MPHASIS,MRF,MRPL,MTNL,MUKTAARTS,MUNJALAU,MUNJALSHOW,NAGARFERT,NAHAR,NAHARPOLY,NAHARSPING,NATCOPHARM,NATIONAL,NATIONALUM,NAVA,NAVNETED,NCC,NDTV,NEPC,NESTLEIND,NETWORK18,NILKAMAL,NIRMA,NITCO,NLCINDIA,NTPC,OBC,OFSS,OIL,OILCOUNTUB,OLECTRA,OMAXAUTO,ONGC,ONIDA,ORIENTHOT,ORIENTPPR,OSWALAGRO,PATANJALI,PATNI,PATSPIN,PCBL,PDMJEPAPER,PEL,PENTAFOUR,PENTAMEDIA,PETRONET,PFIZER,PGHL,PHIL,PHILIPS,PHOENIX,PIDILITIND,PNB,POONAWALLA,PRAJIND,PRAKASH,PRECISION,PREMIERENE,PSIDATA,PTC,PUDUMJEE,PUNJABCHEM,PUNJTRACT,RAASI,RAIN,RAINCALCI,RAJESHEXPO,RALLIS,RAMANEWS,RAMCOCEM,RAMCOIND,RANBAXY,RAYMOND,RCF,RECKITT,RECRON,REGENCERAM,RELCAPITAL,RELIANCE,RELINFRA,RHONE,RICOAUTO,RIIL,RKFORGE,ROLTA,ROYAL,RPGTRANS,RSWM,RUCHISOYA,RUSHIL,SAIL,SAKHTISUG,SALORA,SALSTEEL,SAMTEL,SANGHI,SANOFI,SAREGAMA,SATYAM,SBIN,SCHAEFFLER,SCHENECT,SCI,SCILAL,SDREAMS,SESASTERL,SESHAPAPER,SHANTHIGEAR,SHAWWALLA,SHREECEM,SHRENUJ,SHRIRAMFIN,SHYAMTEL,SIEMENS,SIL,SKFINDIA,SMLISUZU,SONACOMS,SONATSOFTW,SOUTHBANK,SPARC,SPLPETRO,SRF,STAR,STATE,STERLINBIO,STERLITE,STYROLUT,SUMMITSEC,SUNCLAY,SUNDARMFIN,SUNDRMFAST,SUNPHARMA,SUPREMEIND,SURYALAXMI,SUVEN,TAMIL,TATACHEM,TATACOMM,TATACONSUM,TATAELXSI,TATAINVEST,TATAMOTORS,TATAPOWER,TATASPONGE,TATASTEEL,TCS,TECH,TFCI,THERMAX,THIRU,THOMASCOOK,TIINDIA,TIMEX,TIMKEN,TIPSIND,TITAN,TNPETRO,TODAYS,TORNTPHARM,TORNTPOWER,TRANSPEK,TRENT,TRIDENT,TRIGYN,TTKPRESTIG,TVTODAY,UBL,UCALFUEL,UFLEX,ULTRACEMCO,UNICHEMLAB,UNIONBANK,USHAFIN,USHAMART,UTTAM,VARDMNPOLY,VARUN,VESUVIUS,VHL,VIDEOCON,VINDHYATEL,VINYLINDIA,VIRAL,VOLTAS,VTL,WELENT,WIDIA,WIMCO,WINDMACH,WINSOME,WIPRO,WOOLWORTH,WSTCSTPAPR,WYETH,ZANDU,ZEEL,ZENSARTECH,ZUARI"
